"pathway"	"pval"	"padj"	"ES"	"NES"	"nMoreExtreme"	"size"
"BIOCARTA_VDR_PATHWAY"	0.145454545454545	0.409611009880372	0.494837825868933	1.326061980913	95	22
"BIOCARTA_HDAC_PATHWAY"	0.0443786982248521	0.191099626758542	-0.475317810528603	-1.51238839687154	14	23
"BIOCARTA_GCR_PATHWAY"	0.447592067988669	0.755042546975715	-0.340841159982949	-0.99982008368166	157	16
"BIOCARTA_CTCF_PATHWAY"	0.0996978851963746	0.328340722561709	-0.421776669672651	-1.36172936448267	32	24
"BIOCARTA_CTL_PATHWAY"	0.858536585365854	0.970813204508857	0.294837134007538	0.690759577795996	527	12
"BIOCARTA_CXCR4_PATHWAY"	0.968277945619335	1	0.217635830127386	0.565524556399716	640	18
"BIOCARTA_CELLCYCLE_PATHWAY"	0.412650602409639	0.730382925298179	0.382104561422285	1.03670897696279	273	23
"BIOCARTA_CFTR_PATHWAY"	0.946577629382304	1	0.258312235197839	0.579119348981958	566	10
"BIOCARTA_CYTOKINE_PATHWAY"	0.55	0.831717360117882	-0.309636311006511	-0.920744796833964	186	18
"BIOCARTA_INFLAM_PATHWAY"	0.600591715976331	0.855542095031301	-0.282965641762823	-0.900353287497209	202	23
"BIOCARTA_D4GDI_PATHWAY"	0.403252032520325	0.728488792480116	0.445191942299416	1.04301854356331	247	12
"BIOCARTA_P35ALZHEIMERS_PATHWAY"	0.333333333333333	0.669887278582931	0.580265744723369	1.1390960781993	189	6
"BIOCARTA_RNA_PATHWAY"	0.366995073891626	0.696328167566323	-0.427199389239591	-1.0685989491567	148	9
"BIOCARTA_MTA3_PATHWAY"	0.027190332326284	0.133860097606321	0.62113223087621	1.61400597101237	17	18
"BIOCARTA_SKP2E2F_PATHWAY"	0.0402684563758389	0.178209338854777	0.711151674824794	1.5602089389094	23	9
"BIOCARTA_CALCINEURIN_PATHWAY"	0.0249307479224377	0.126093509249046	-0.594536840037664	-1.7021839872825	8	15
"BIOCARTA_EGF_PATHWAY"	0.394230769230769	0.721294631389674	-0.305930526248463	-1.01822927711742	122	27
"BIOCARTA_NDKDYNAMIN_PATHWAY"	0.739837398373984	0.931937494999477	0.33623343245807	0.787744951555853	454	12
"BIOCARTA_EPHA4_PATHWAY"	0.389261744966443	0.717375611581959	0.498108360502065	1.09280923340621	231	9
"BIOCARTA_EPO_PATHWAY"	0.285060975609756	0.615228876024169	0.440653598174569	1.1527069089116	186	19
"BIOCARTA_ECM_PATHWAY"	0.312121212121212	0.644546897437835	0.426785838116499	1.12844142861317	205	20
"BIOCARTA_ERK_PATHWAY"	0.112179487179487	0.355555555555556	-0.408182482272498	-1.35855469852253	34	27
"BIOCARTA_ERYTH_PATHWAY"	0.507020280811232	0.796677759461653	0.388286479243286	0.968801533860255	324	15
"BIOCARTA_EPONFKB_PATHWAY"	0.150127226463104	0.417378718224956	-0.498742617050691	-1.3024225903874	58	11
"BIOCARTA_EIF_PATHWAY"	0.0469798657718121	0.198917294260293	0.696980588548082	1.52911872810671	27	9
"BIOCARTA_EXTRINSIC_PATHWAY"	0.684863523573201	0.908027090444979	-0.321370679958918	-0.827280687036022	275	10
"BIOCARTA_FAS_PATHWAY"	0.0695652173913043	0.257809625254188	0.507701837257037	1.43360959953876	47	27
"BIOCARTA_FCER1_PATHWAY"	0.0141643059490085	0.0838768864738439	0.542415220593681	1.61019709540827	9	35
"BIOCARTA_FIBRINOLYSIS_PATHWAY"	0.472906403940887	0.773762297106819	-0.391390025326695	-0.979025205347277	191	9
"BIOCARTA_FMLP_PATHWAY"	0.344370860927152	0.676630912607702	-0.311126447318489	-1.05748551188599	103	30
"BIOCARTA_FREE_PATHWAY"	0.201365187713311	0.497877670661142	0.603855096124778	1.28389027253851	117	8
"BIOCARTA_GABA_PATHWAY"	0.0148883374689826	0.0869269949066214	-0.700512096750506	-1.80327629375177	5	10
"BIOCARTA_GATA3_PATHWAY"	0.269129287598945	0.595744680851064	-0.411010671174268	-1.15899989641066	101	14
"BIOCARTA_SET_PATHWAY"	0.788177339901478	0.950126655869773	0.328584489082353	0.75344180924366	479	11
"BIOCARTA_GH_PATHWAY"	0.601449275362319	0.855542095031301	0.317064786946679	0.895303284105205	414	27
"BIOCARTA_TCAPOPTOSIS_PATHWAY"	0.396551724137931	0.721294631389674	-0.414060538660245	-1.0357333545986	160	9
"BIOCARTA_HIVNEF_PATHWAY"	0.280212483399734	0.611000954688992	0.357808278052663	1.14510631474357	210	52
"BIOCARTA_MPR_PATHWAY"	0.0709969788519638	0.260704477171769	0.556977925135986	1.44730164078496	46	18
"BIOCARTA_HCMV_PATHWAY"	0.0942857142857143	0.317593984962406	-0.470519080575022	-1.38928587067489	32	17
"BIOCARTA_IGF1_PATHWAY"	0.207575757575758	0.510200975784432	0.454878307960087	1.21897882213975	136	22
"BIOCARTA_IL17_PATHWAY"	0.971354166666667	1	-0.198909800392921	-0.552097230763362	372	13
"BIOCARTA_IL2_PATHWAY"	0.903614457831325	0.992673107044119	0.24150091976318	0.655229475752229	599	23
"BIOCARTA_IL3_PATHWAY"	0.686427457098284	0.908027090444979	0.333108115656878	0.831127712761486	439	15
"BIOCARTA_IL4_PATHWAY"	0.0178117048346056	0.0999108598559902	-0.659184527132619	-1.72140256320646	6	11
"BIOCARTA_IL5_PATHWAY"	0.197115384615385	0.494602259826364	-0.515479393827111	-1.23178294157193	81	8
"BIOCARTA_IL6_PATHWAY"	0.116959064327485	0.360407190816548	-0.424015027486274	-1.34116554023208	39	22
"BIOCARTA_IL10_PATHWAY"	0.020671834625323	0.110961073601734	-0.649831254103493	-1.7591278189917	7	12
"BIOCARTA_IL12_PATHWAY"	0.046242774566474	0.196295859384216	-0.531838518070255	-1.60000427563112	15	19
"BIOCARTA_IL2RB_PATHWAY"	0.778401122019635	0.950126655869773	0.26129987489208	0.779932955132488	554	36
"BIOCARTA_IL22BP_PATHWAY"	0.00246305418719212	0.0206996069065035	-0.768207863628869	-1.92159946031039	0	9
"BIOCARTA_IL7_PATHWAY"	0.603399433427762	0.856703632443512	-0.307287772469669	-0.901394908996158	212	16
"BIOCARTA_GSK3_PATHWAY"	0.374810318664643	0.7031390871003	0.40569846643516	1.07708654560418	246	21
"BIOCARTA_DEATH_PATHWAY"	0.287128712871287	0.616493133184286	-0.331056882993086	-1.1136602532786	86	29
"BIOCARTA_RACCYCD_PATHWAY"	0.334355828220859	0.670141571877547	-0.337163660709401	-1.09739202727008	108	25
"BIOCARTA_GLEEVEC_PATHWAY"	0.115384615384615	0.359410998697786	-0.418997449080791	-1.33318564184211	38	23
"BIOCARTA_INSULIN_PATHWAY"	0.191265060240964	0.485160152806347	0.458877157953746	1.24500494629812	126	23
"BIOCARTA_INTEGRIN_PATHWAY"	0.96056338028169	1	0.205630329720178	0.599566927223358	681	32
"BIOCARTA_INTRINSIC_PATHWAY"	0.08	0.283234042553191	-0.481379819658931	-1.42135400983711	27	17
"BIOCARTA_KERATINOCYTE_PATHWAY"	0.132075471698113	0.391056200899752	-0.334116484932654	-1.26042100580635	34	46
"BIOCARTA_TCRA_PATHWAY"	0.972906403940887	1	-0.212795643313897	-0.532288216130439	394	9
"BIOCARTA_LECTIN_PATHWAY"	0.139423076923077	0.401787994891443	-0.57293414724495	-1.36907608271357	57	8
"BIOCARTA_PYK2_PATHWAY"	0.737160120845921	0.930678635119585	-0.252501941167048	-0.815216517648792	243	24
"BIOCARTA_EGFR_SMRTE_PATHWAY"	0.356234096692112	0.686875477283516	-0.411062926554077	-1.07345477068059	139	11
"BIOCARTA_MAPK_PATHWAY"	0.0541871921182266	0.223186850704775	-0.322509796214744	-1.32602351027406	10	73
"BIOCARTA_MCALPAIN_PATHWAY"	0.370426829268293	0.698855151816824	0.413046043674497	1.08048823432862	242	19
"BIOCARTA_ETS_PATHWAY"	0.0429447852760736	0.187559377163744	0.593655632154352	1.51769207546802	27	17
"BIOCARTA_MONOCYTE_PATHWAY"	0.115771812080537	0.359410998697786	0.63110945724244	1.38460282310732	68	9
"BIOCARTA_MTOR_PATHWAY"	0.0320121951219512	0.150937076989631	0.595305643733041	1.55726160251003	20	19
"BIOCARTA_IGF1R_PATHWAY"	0.881818181818182	0.983616324098898	0.253862328092359	0.680297996779462	581	22
"BIOCARTA_PITX2_PATHWAY"	0.0998439937597504	0.328340722561709	0.567714626894278	1.41648713187736	63	15
"BIOCARTA_NGF_PATHWAY"	0.422727272727273	0.736555587854444	0.392894195577228	1.03883036350884	278	20
"BIOCARTA_VIP_PATHWAY"	0.924242424242424	1	0.234658283806971	0.62883517062646	609	22
"BIOCARTA_NFAT_PATHWAY"	0.848708487084871	0.967978614300846	-0.216532685627885	-0.800523885451075	229	43
"BIOCARTA_NTHI_PATHWAY"	0.557575757575758	0.832333661453207	0.349084396362181	0.93547324385113	367	22
"BIOCARTA_NFKB_PATHWAY"	0.215743440233236	0.520617110799439	-0.384042469569594	-1.18837354252631	73	21
"BIOCARTA_NOS1_PATHWAY"	0.972809667673716	1	0.215767731952585	0.56067032173166	643	18
"BIOCARTA_NO2IL12_PATHWAY"	0.0498614958448753	0.20794368191948	-0.545516581419825	-1.56183692440504	17	15
"BIOCARTA_RARRXR_PATHWAY"	0.794736842105263	0.950126655869773	0.371715661100181	0.729699892876382	452	6
"BIOCARTA_NUCLEARRS_PATHWAY"	0.550704225352113	0.831717360117882	0.325896640386125	0.95023359411338	390	32
"BIOCARTA_ARENRF2_PATHWAY"	0.166163141993958	0.444526476331102	0.492735411736555	1.28036810382576	109	18
"BIOCARTA_P38MAPK_PATHWAY"	0.0562913907284768	0.225708130535387	-0.44509226359859	-1.5128209905159	16	30
"BIOCARTA_P53_PATHWAY"	0.404432132963989	0.729035561877667	-0.364518850458953	-1.04363280545331	145	15
"BIOCARTA_PDGF_PATHWAY"	0.724489795918367	0.928775824659602	0.286097023507125	0.814402552169693	496	28
"BIOCARTA_CCR5_PATHWAY"	0.03601108033241	0.164622081519588	-0.569961076934236	-1.63182254352865	12	15
"BIOCARTA_PTDINS_PATHWAY"	0.563307493540052	0.83758389261745	-0.347788310087726	-0.941481480818396	217	12
"BIOCARTA_PLCE_PATHWAY"	0.816793893129771	0.957144393076013	-0.286153941492128	-0.747265914293947	320	11
"BIOCARTA_EDG1_PATHWAY"	0.41812865497076	0.733403582718651	-0.334691317670732	-1.02519317834685	142	20
"BIOCARTA_CDK5_PATHWAY"	0.998381877022654	1	0.170710616002849	0.409874112646517	616	13
"BIOCARTA_PLATELETAPP_PATHWAY"	0.200992555831266	0.497695852534562	-0.489657100359032	-1.26048792767551	80	10
"BIOCARTA_PS1_PATHWAY"	0.309791332263242	0.644546897437835	0.46406678655523	1.13343927650493	192	14
"BIOCARTA_AKAPCENTROSOME_PATHWAY"	0.461788617886179	0.765354840799404	0.430800113024142	1.00930062689938	283	12
"BIOCARTA_PTEN_PATHWAY"	0.739263803680982	0.931937494999477	0.313320946961337	0.80101104499876	481	17
"BIOCARTA_RAB_PATHWAY"	0.134646962233169	0.393765457216157	0.584025331952865	1.33916577736088	81	11
"BIOCARTA_RAC1_PATHWAY"	0.643939393939394	0.888888888888889	0.325822669450114	0.861490156776198	424	20
"BIOCARTA_RAS_PATHWAY"	0.611532625189681	0.863096088478057	0.333031083219007	0.884162324188889	402	21
"BIOCARTA_NKCELLS_PATHWAY"	0.101694915254237	0.332650880639713	0.545496601528736	1.38051435037967	65	16
"BIOCARTA_RB_PATHWAY"	0.178861788617886	0.466498458088029	0.547655049310605	1.2830743722735	109	12
"BIOCARTA_BAD_PATHWAY"	0.845921450151057	0.967978614300846	-0.228026469330659	-0.736196099722296	279	24
"BIOCARTA_CK1_PATHWAY"	0.882995319812793	0.983960381402912	0.266279330280492	0.664385286126294	565	15
"BIOCARTA_EIF2_PATHWAY"	0.129692832764505	0.385372988785958	0.650114722819573	1.38224546587191	75	8
"BIOCARTA_EIF4_PATHWAY"	0.0379008746355685	0.170716011154739	-0.521144711316914	-1.61262005072151	12	21
"BIOCARTA_STEM_PATHWAY"	0.87800963081862	0.983503955520969	0.273933428019433	0.669056513976377	546	14
"BIOCARTA_P27_PATHWAY"	0.00821018062397373	0.0539191860276725	0.755182716766405	1.73162839797778	4	11
"BIOCARTA_PGC1A_PATHWAY"	0.930232558139535	1	-0.226881060831901	-0.614179116796039	359	12
"BIOCARTA_PML_PATHWAY"	0.421450151057402	0.736555587854444	0.397550274315515	1.03303046376726	278	18
"BIOCARTA_DREAM_PATHWAY"	0.502439024390244	0.796349471341124	0.417527362142601	0.978204544562305	308	12
"BIOCARTA_RHO_PATHWAY"	0.529141104294479	0.814411092473711	0.368207641669067	0.941329938806368	344	17
"BIOCARTA_AKAP13_PATHWAY"	0.783251231527094	0.950126655869773	-0.304195371164422	-0.760916008197583	317	9
"BIOCARTA_ATRBRCA_PATHWAY"	0.00152439024390244	0.014838065344557	0.760142381025395	1.98845845805929	0	19
"BIOCARTA_CARDIACEGF_PATHWAY"	0.923312883435583	1	0.246114377498769	0.629196153724872	601	17
"BIOCARTA_HER2_PATHWAY"	0.961538461538462	1	-0.190960571325726	-0.607607259681277	324	23
"BIOCARTA_ERK5_PATHWAY"	0.925566343042071	1	0.251548381236959	0.603964603732939	571	13
"BIOCARTA_MAL_PATHWAY"	0.969183359013868	1	0.213363666004932	0.539969638571446	628	16
"BIOCARTA_MEF2D_PATHWAY"	0.982343499197432	1	0.206769962112726	0.505016094773049	611	14
"BIOCARTA_MITOCHONDRIA_PATHWAY"	0.976470588235294	1	-0.184894762197547	-0.549809192926552	331	18
"BIOCARTA_ACH_PATHWAY"	0.511873350923483	0.799772071302043	-0.334020871479635	-0.941898063955022	193	14
"BIOCARTA_PARKIN_PATHWAY"	0.175438596491228	0.461264405424074	0.665846965144998	1.3070970905566	99	6
"BIOCARTA_CDC42RAC_PATHWAY"	0.495711835334477	0.793201133144476	0.484152542843207	0.992011108127451	288	7
"BIOCARTA_RANMS_PATHWAY"	0.00335570469798658	0.0258513547104151	0.871109133547698	1.9111425945268	1	9
"BIOCARTA_BARR_MAPK_PATHWAY"	0.401041666666667	0.726086956521739	-0.370606474982279	-1.02866127328319	153	13
"BIOCARTA_TOB1_PATHWAY"	0.396341463414634	0.721294631389674	0.40217083236308	1.0520397403949	259	19
"BIOCARTA_BARRESTIN_SRC_PATHWAY"	0.475920679886686	0.776403932677887	-0.335311389096628	-0.983599108519567	167	16
"BIOCARTA_NKT_PATHWAY"	0.0681114551083591	0.254119868386344	-0.429982746901198	-1.41121579222701	21	26
"BIOCARTA_IL1R_PATHWAY"	0.0380622837370242	0.170716011154739	-0.448712404647694	-1.52419005740755	10	31
"BIOCARTA_MET_PATHWAY"	0.0112359550561798	0.0687376074025116	0.54162532608287	1.59118103418616	7	33
"BIOCARTA_GPCR_PATHWAY"	0.139911634756996	0.401787994891443	0.471818642426593	1.3168759474795	94	26
"BIOCARTA_IGF1MTOR_PATHWAY"	0.423529411764706	0.736555587854444	-0.340886021745938	-1.0136699724129	143	18
"BIOCARTA_SODD_PATHWAY"	0.0893300248138958	0.307753957122821	-0.560005723066029	-1.44158116534275	35	10
"BIOCARTA_SHH_PATHWAY"	0.382585751978892	0.708933954669127	-0.371321958275431	-1.04708257317669	144	14
"BIOCARTA_PTC1_PATHWAY"	0.236453201970443	0.545711689429705	0.535483441442487	1.22785958055169	143	11
"BIOCARTA_SPRY_PATHWAY"	0.500780031201248	0.795863087909382	0.391074751722762	0.975758465917741	320	15
"BIOCARTA_BARRESTIN_PATHWAY"	0.339950372208437	0.675431831348686	-0.41973945126723	-1.08050411339599	136	10
"BIOCARTA_STATHMIN_PATHWAY"	0.25	0.568469751475588	0.454801377235467	1.18971612144682	163	19
"BIOCARTA_HSP27_PATHWAY"	0.335473515248796	0.670141571877547	0.451571203006876	1.10291999439538	208	14
"BIOCARTA_TCR_PATHWAY"	0.13443072702332	0.393765457216157	0.431028251095263	1.30398697510089	97	38
"BIOCARTA_TCYTOTOXIC_PATHWAY"	0.68780487804878	0.908339140534262	0.353132510437811	0.827336979234867	422	12
"BIOCARTA_THELPER_PATHWAY"	0.814634146341463	0.957144393076013	0.313384139645365	0.734212455015451	500	12
"BIOCARTA_TALL1_PATHWAY"	0.0103359173126615	0.0649017600312028	-0.677706389580915	-1.83458729553557	3	12
"BIOCARTA_TEL_PATHWAY"	0.680981595092024	0.908027090444979	0.330013520221041	0.843685930543913	443	17
"BIOCARTA_TGFB_PATHWAY"	0.368098159509202	0.697625669047053	0.423657038655323	1.08308739184379	239	17
"BIOCARTA_TH1TH2_PATHWAY"	0.705382436260623	0.921309125145773	-0.275830830818615	-0.809119427843884	248	16
"BIOCARTA_41BB_PATHWAY"	0.0794117647058823	0.282957551328883	-0.475211203308001	-1.41310378430987	26	18
"BIOCARTA_CTLA4_PATHWAY"	0.449922958397535	0.755910202896176	0.395179758439264	1.00010032322124	291	16
"BIOCARTA_LONGEVITY_PATHWAY"	0.471138845553822	0.772892152525878	0.398506284829793	0.99430065334352	301	15
"BIOCARTA_PAR1_PATHWAY"	0.879411764705882	0.983503955520969	-0.233236637154959	-0.693560194517899	298	18
"BIOCARTA_STRESS_PATHWAY"	0.014792899408284	0.0869269949066214	-0.524361638181641	-1.66843833701187	4	23
"BIOCARTA_TNFR1_PATHWAY"	0.581159420289855	0.848288838037122	0.320236464136791	0.904259223463132	400	27
"BIOCARTA_TNFR2_PATHWAY"	0.0169971671388102	0.096860568900617	-0.580293014332377	-1.70222578217579	5	16
"BIOCARTA_TOLL_PATHWAY"	0.27190332326284	0.600859402270074	-0.352321893890588	-1.13749076977946	89	24
"BIOCARTA_TPO_PATHWAY"	0.894187779433681	0.990580243022726	0.245195385151761	0.671496415724611	599	24
"BIOCARTA_CREB_PATHWAY"	0.181286549707602	0.472082658393506	-0.398859270795371	-1.22174607451902	61	20
"BIOCARTA_CARM1_PATHWAY"	0.0640394088669951	0.245353707985657	0.632696286587525	1.45076791725484	38	11
"BIOCARTA_TFF_PATHWAY"	0.684053651266766	0.908027090444979	0.305661556566216	0.837090141529303	458	24
"BIOCARTA_TRKA_PATHWAY"	0.403645833333333	0.728488792480116	-0.367940141888753	-1.02126055640388	154	13
"BIOCARTA_ARF_PATHWAY"	0.15014164305949	0.417378718224956	-0.441102197214024	-1.29392481750958	52	16
"BIOCARTA_UCALPAIN_PATHWAY"	0.757723577235772	0.942048378795677	0.330190829910338	0.773588032012085	465	12
"BIOCARTA_VITCB_PATHWAY"	0.094147582697201	0.317593984962406	-0.534840560884192	-1.39668920388297	36	11
"BIOCARTA_WNT_PATHWAY"	0.563636363636364	0.83758389261745	0.346290813885404	0.927987026510139	371	22
"BIOCARTA_ACTINY_PATHWAY"	0.615771812080537	0.866873346279199	0.402530912450751	0.883120085385083	366	9
"BIOCARTA_EICOSANOID_PATHWAY"	0.985549132947977	1	-0.178107471426061	-0.535825642786373	340	19
"BIOCARTA_CHREBP_PATHWAY"	0.754590984974958	0.940318039417853	0.347243784279193	0.778498138641326	451	10
"BIOCARTA_LIS1_PATHWAY"	0.286407766990291	0.61573969544166	0.486008770702528	1.16690114706633	176	13
"BIOCARTA_HSWI_SNF_PATHWAY"	0.0148883374689826	0.0869269949066214	-0.714997561163713	-1.84056514957808	5	10
"BIOCARTA_PCAF_PATHWAY"	0.197986577181208	0.494602259826364	0.578318968200388	1.2687847834281	117	9
"BIOCARTA_LYMPHOCYTE_PATHWAY"	0.324185248713551	0.657062058312864	0.557046329819176	1.14136785005219	188	7
"BIOCARTA_AMAN_PATHWAY"	0.948275862068966	1	-0.227901234063051	-0.5700734255842	384	9
"BIOCARTA_NEUTROPHIL_PATHWAY"	0.13893653516295	0.401433691756272	0.664135985684641	1.36079069467926	80	7
"BIOCARTA_EFP_PATHWAY"	0.510569105691057	0.799417899587679	0.414297795778199	0.970638150641647	313	12
"BIOCARTA_CREM_PATHWAY"	0.794736842105263	0.950126655869773	0.369252603756776	0.724864765202957	452	6
"BIOCARTA_ERAD_PATHWAY"	0.0129449838187702	0.0777633684997605	0.711652704657112	1.70866948795358	7	13
"BIOCARTA_BTG2_PATHWAY"	0.110183639398998	0.351236735555428	0.619859289665657	1.38968449565179	65	10
"BIOCARTA_TERT_PATHWAY"	0.00238663484486874	0.0204081632653061	-0.836646031337617	-1.90573155179032	0	7
"BIOCARTA_VOBESITY_PATHWAY"	0.587030716723549	0.851629566371392	0.425731846227858	0.905172415683086	343	8
"BIOCARTA_ERBB3_PATHWAY"	0.858796296296296	0.970813204508857	-0.311095291365809	-0.677075429061881	370	6
"BIOCARTA_CTBP1_PATHWAY"	0.122866894197952	0.373766932258487	0.657575123321765	1.39810744285194	71	8
"BIOCARTA_PRION_PATHWAY"	0.378964941569282	0.705357142857143	0.485328965963245	1.08807619815398	226	10
"BIOCARTA_FXR_PATHWAY"	0.097770154373928	0.326031136028489	0.700403730201841	1.43510199585824	56	7
"BIOCARTA_ACETAMINOPHEN_PATHWAY"	0.833333333333333	0.96699209669921	-0.329188529195716	-0.716453996037354	359	6
"BIOCARTA_PRC2_PATHWAY"	0.744416873449132	0.933466222621971	-0.305661407869703	-0.786841473948933	299	10
"BIOCARTA_RANBP2_PATHWAY"	0.104065040650407	0.339537701259366	0.587049465950296	1.37536963452787	63	12
"BIOCARTA_IRES_PATHWAY"	0.891203703703704	0.988641975308642	-0.29312559163964	-0.637965733448062	384	6
"BIOCARTA_PLC_PATHWAY"	0.699658703071672	0.920341566728271	0.374346676774482	0.795919517699261	409	8
"BIOCARTA_BBCELL_PATHWAY"	0.0856481481481482	0.298780961254756	-0.670906530333855	-1.46017744239037	36	6
"BIOCARTA_CDC25_PATHWAY"	0.0904436860068259	0.309031403522296	0.686961893609067	1.46058830747545	52	8
"BIOCARTA_DSP_PATHWAY"	0.0566502463054187	0.225958735052839	-0.616272924412698	-1.54154855088474	22	9
"BIOCARTA_MELANOCYTE_PATHWAY"	0.133790737564322	0.39264160018877	0.668087095229623	1.368886375712	77	7
"BIOCARTA_S1P_PATHWAY"	0.824561403508772	0.962181048694668	0.351638529072781	0.690287291733084	469	6
"BIOCARTA_HBX_PATHWAY"	0.219298245614035	0.525053641297488	0.637680043842842	1.25180375318144	124	6
"BIOCARTA_MALATEX_PATHWAY"	0.396634615384615	0.721294631389674	-0.43826412157883	-1.04727031832599	164	8
"BIOCARTA_TSP1_PATHWAY"	0.233890214797136	0.543039896668522	-0.535355678896416	-1.21944546497385	97	7
"BIOCARTA_NPP1_PATHWAY"	0.709677419354839	0.922946051890425	-0.317155535951954	-0.816429954696399	285	10
"BIOCARTA_CPSF_PATHWAY"	0.594736842105263	0.854058162147663	0.466076691314643	0.914936192674471	338	6
"BIOCARTA_HES_PATHWAY"	0.410852713178295	0.730143626801764	-0.384351865842189	-1.04046097385258	158	12
"BIOCARTA_ERBB4_PATHWAY"	0.11663807890223	0.360084904069222	0.678117446905114	1.38943820473283	67	7
"BIOCARTA_TERC_PATHWAY"	0.598245614035088	0.854935622317597	0.463780220204255	0.910428083658338	340	6
"BIOCARTA_EOSINOPHILS_PATHWAY"	0.396491228070175	0.721294631389674	0.549374459311864	1.07845465246848	225	6
"BIOCARTA_REELIN_PATHWAY"	0.858796296296296	0.970813204508857	-0.311705481541747	-0.678403461940067	370	6
"BIOCARTA_SAM68_PATHWAY"	0.0280701754385965	0.136975870761949	0.797229495044235	1.56500879034765	15	6
"BIOCARTA_FBW7_PATHWAY"	0.0494880546075085	0.207426002183613	0.730281046661677	1.55269159446561	28	8
"BIOCARTA_CB1R_PATHWAY"	0.933333333333333	1	0.285861415151945	0.561162915214508	531	6
"BIOCARTA_SUMO_PATHWAY"	0.00175438596491228	0.01569515185814	0.872750741357852	1.71326147677424	0	6
"BIOCARTA_IFNA_PATHWAY"	0.00240384615384615	0.0204081632653061	-0.969853856992884	-2.31755032532349	0	8
"BIOCARTA_PKC_PATHWAY"	0.54653937947494	0.829782415553194	-0.405540277399258	-0.923748960986458	228	7
"BIOCARTA_PPARG_PATHWAY"	0.173241852487136	0.459035736526423	0.632943594464899	1.29687860945644	100	7
